date,Mean discharge
12/8/2001,610.4000244
13/8/2001,550.5999756
14/8/2001,568.9000244
15/8/2001,708.5999756
16/8/2001,841.2999878
17/8/2001,885.7999878
18/8/2001,864.5999756
19/8/2001,817
20/8/2001,747.2999878
21/8/2001,687.5999756
22/8/2001,636.2999878
23/8/2001,604.9000244
24/8/2001,559
25/8/2001,553.7999878
26/8/2001,540.7999878
27/8/2001,570.7999878
28/8/2001,711.5
29/8/2001,1028
30/8/2001,1756
31/8/2001,2291
1/9/2001,2627
2/9/2001,2978
3/9/2001,3057
4/9/2001,3039
5/9/2001,2956
6/9/2001,2647
7/9/2001,2391
8/9/2001,2252
9/9/2001,2228
10/9/2001,2266
11/9/2001,2136
12/9/2001,1957
13/9/2001,1858
14/9/2001,1848
15/9/2001,1847
16/9/2001,1836
17/9/2001,1817
18/9/2001,1793
19/9/2001,1782
20/9/2001,1761
21/9/2001,1717
22/9/2001,1653
23/9/2001,1595
24/9/2001,1529
25/9/2001,1448
26/9/2001,1300
27/9/2001,1194
28/9/2001,1121
29/9/2001,1071
30/9/2001,1070
1/10/2001,1104
2/10/2001,1104
3/10/2001,1063
4/10/2001,1032
5/10/2001,1006
6/10/2001,962.7000122
7/10/2001,919
8/10/2001,895.2000122
9/10/2001,878.2000122
10/10/2001,861.7999878
11/10/2001,845.7999878
12/10/2001,796.9000244
13/10/2001,761.9000244
14/10/2001,754.7999878
15/10/2001,752.7999878
16/10/2001,708.4000244
17/10/2001,630.5
18/10/2001,571.2999878
19/10/2001,550
20/10/2001,538.2000122
21/10/2001,518.5999756
22/10/2001,485.7999878
23/10/2001,452.5
24/10/2001,428.1000061
25/10/2001,419.5
26/10/2001,413.3999939
27/10/2001,410.7000122
28/10/2001,415.1000061
29/10/2001,431.2999878
30/10/2001,443.7000122
31/10/2001,444.1000061
1/11/2001,435.7999878
2/11/2001,429.7999878
3/11/2001,422.5
4/11/2001,409.8999939
5/11/2001,402.7000122
6/11/2001,402.2999878
7/11/2001,400.7999878
8/11/2001,397.8999939
9/11/2001,394.5
10/11/2001,394.1000061
11/11/2001,390
12/11/2001,375
13/11/2001,362.5
14/11/2001,362.7000122
15/11/2001,370.2999878
16/11/2001,373.2000122
17/11/2001,369.1000061
18/11/2001,364.6000061
19/11/2001,362.8999939
20/11/2001,366.8999939
21/11/2001,389.2999878
22/11/2001,414.8999939
23/11/2001,421.2999878
24/11/2001,436.8999939
25/11/2001,461.1000061
26/11/2001,455.8999939
27/11/2001,455.3999939
28/11/2001,449
