,0
2011-09-11,998973
2011-09-12,998973
2011-09-13,991317
2011-09-15,991744
2011-09-16,994167
2011-09-17,998587
2011-09-18,994667
2011-09-21,998107
2011-09-23,1000000
2011-09-24,996385
2011-09-25,993685
2011-09-26,993685
2011-09-27,997029
2011-09-28,997029
2011-09-29,1001205
2011-09-30,999143
2013-04-01,991893
2013-04-02,994110
2013-04-03,994199
2013-04-04,995070
2013-04-05,995458
2013-04-06,995382
2013-04-07,995745
2013-04-08,994725
2013-04-09,994840
2013-04-10,994046
2013-04-11,993951
2013-04-12,994200
2013-04-13,993732
2013-04-14,993522
2013-04-15,992736
2013-04-16,990763
2013-04-17,990602
2013-04-18,991416
2013-04-19,991966
2013-04-20,994464
2013-04-21,994702
2013-04-22,994073
2013-04-23,993824
2013-04-24,993226
2013-04-25,993728
2013-04-26,993129
2013-04-27,993769
2013-04-28,993088
2013-04-29,992797
2013-04-30,993048
2013-05-01,992078
2013-05-02,992986
2013-05-03,993483
2013-05-04,994408
2013-05-05,994954
2013-05-06,994863
2013-05-07,994301
2013-05-08,994364
2013-05-09,992518
2013-05-10,992220
2013-05-11,991984
2013-05-12,990323
2013-05-13,993659
2013-05-14,-32000
2013-05-15,992405
2013-05-16,993307
2013-05-17,992823
2013-05-18,993104
2013-05-19,992620
2013-05-20,992656
2013-05-21,993087
2013-05-22,993717
2013-05-23,993877
2013-05-24,994017
2013-05-25,994317
2013-05-26,994011
2013-05-27,994507
2013-05-28,992627
2013-05-29,992761
2013-05-30,992305
2013-05-31,986788
2013-06-01,986113
2013-06-02,985338
2013-06-03,985442
2013-06-04,990784
2013-06-05,992324
2013-06-06,992733
2013-06-07,993515
2013-06-08,993560
2013-06-09,992769
2013-06-10,992229
2013-06-11,991972
2013-06-12,988011
2013-06-13,988808
2013-06-14,989406
2013-06-15,988915
2013-06-16,993517
2013-06-17,993896
2013-06-18,993191
2013-06-19,992979
2013-06-20,990151
2013-06-21,990055
2013-06-22,989801
2013-06-23,988002
2013-06-24,990587
2013-06-25,991499
2013-06-26,992236
2013-06-27,993279
2013-06-28,989224
2013-06-29,983035
2013-06-30,980047
2013-07-01,976035
2013-07-02,979113
2013-07-03,984254
2013-07-04,985464
2013-07-05,989826
2013-07-06,989593
2013-07-07,986435
2013-07-08,987036
2013-07-09,987689
2013-07-10,987402
2013-07-11,989763
2013-07-12,991242
2013-07-13,989440
2013-07-14,990647
2013-07-15,992045
2013-07-16,991721
2013-07-17,993589
2013-07-18,992256
2013-07-19,992821
2013-07-20,986647
2013-07-21,985892
2013-07-22,984424
2013-07-23,982100
2013-07-24,987485
2013-07-25,988086
2013-07-26,991459
2013-07-27,991453
2013-07-28,991905
2013-07-29,989640
2013-07-30,989617
2013-07-31,990360
2013-08-01,990561
2013-08-02,992280
2013-08-03,992764
2013-08-04,994458
2013-08-05,993318
2013-08-06,993221
2013-08-07,991695
2013-08-08,991626
2013-08-09,992866
2013-08-10,993768
2013-08-11,994234
2013-08-12,993113
2013-08-13,994713
2013-08-14,993873
2013-08-15,994528
2013-08-16,993886
2013-08-17,991688
2013-08-18,992571
2013-08-19,993213
2013-08-20,994179
2013-08-21,994448
2013-08-22,993132
2013-08-23,990901
2013-08-24,988553
2013-08-25,988790
2013-08-26,985151
2013-08-27,986706
2013-08-28,988355
2013-08-29,988906
2013-08-30,993796
2013-08-31,992408
2013-09-01,991231
2013-09-02,990659
2013-09-03,989457
2013-09-04,961508
2013-09-05,961381
2013-09-06,960669
2013-09-07,961083
2013-09-08,989141
2013-09-09,991824
2013-09-10,989193
2013-09-11,989238
2013-09-12,989804
2013-09-13,975508
2013-09-14,979175
2013-09-15,977750
2013-09-16,970447
2013-09-17,982814
2013-09-18,982552
2013-09-19,985243
2013-09-20,992437
2013-09-21,994427
2013-09-22,993949
2013-09-23,992540
2013-09-24,991837
2013-09-25,991686
2013-09-26,992059
2013-09-27,991903
2013-09-28,991368
2013-09-29,989282
2013-09-30,989965
2013-10-01,988951
2013-10-02,991543
2013-10-03,991831
2013-10-04,991161
2013-10-05,992508
2013-10-06,991002
2013-10-07,991899
2013-10-08,991143
2013-10-09,991859
2013-10-10,991644
2013-10-11,992244
2013-10-12,993359
2013-10-13,992842
2013-10-14,994074
2013-10-15,992511
2013-10-16,993052
2013-10-17,991253
2013-10-18,989833
2013-10-19,990237
2013-10-20,990085
2013-10-21,993168
2013-10-22,993461
2013-10-23,994546
2013-10-24,992117
2013-10-25,991393
2013-10-26,991067
2013-10-27,991064
2013-10-28,992090
2013-10-29,991828
2013-10-30,992770
2013-10-31,992017
2013-11-01,992670
2013-11-02,991969
2013-11-03,993236
2013-11-04,993015
2013-11-05,993683
2013-11-06,994633
2013-11-07,993764
2013-11-08,994475
2013-11-09,993508
2013-11-10,993130
2013-11-11,992038
2013-11-12,992062
2013-11-13,992584
2013-11-14,992966
2013-11-15,993733
2013-11-16,993176
2013-11-17,993012
2013-11-18,992268
2013-11-19,991736
2013-11-20,992325
2013-11-21,993102
2013-11-22,993715
2013-11-23,994145
2013-11-24,993624
2013-11-25,993274
2013-11-26,993044
2013-11-27,993623
2013-11-28,995319
2013-11-29,995269
2013-11-30,995919
2013-12-01,994043
2013-12-02,992733
2013-12-03,992646
2013-12-04,992155
2013-12-05,992312
2013-12-06,992740
2013-12-07,993249
2013-12-08,992259
2013-12-09,993773
2013-12-10,992016
2013-12-11,991471
2013-12-12,992401
2013-12-13,991416
2013-12-14,992981
2013-12-15,993159
2013-12-16,993714
2013-12-17,994258
2013-12-18,993772
2013-12-19,993568
2013-12-20,990195
2013-12-21,990505
2013-12-22,991445
2013-12-23,991712
2013-12-24,993749
2013-12-25,993168
2013-12-26,991878
2013-12-27,990503
2013-12-28,992227
2013-12-29,992631
2013-12-30,994092
2013-12-31,995167
2014-01-01,994589
2014-01-02,995423
2014-01-03,995418
2014-01-04,994350
2014-01-05,993918
2014-01-06,992563
2014-01-07,991661
2014-01-08,993496
2014-01-09,993496
2014-01-10,993696
2014-01-11,994008
2014-01-12,993405
2014-01-13,992636
2014-01-14,992879
2014-01-15,992937
2014-01-16,992919
2014-01-17,994298
2014-01-18,995090
2014-01-19,995647
2014-01-20,995240
2014-01-21,994273
2014-01-22,993183
2014-01-23,992299
2014-01-24,993134
2014-01-25,993243
2014-01-26,993855
2014-01-27,994130
2014-01-28,993798
2014-01-29,993423
2014-01-30,993262
2014-01-31,993603
2014-02-01,993463
2014-02-02,994300
2014-02-03,993458
2014-02-04,992229
2014-02-05,992720
2014-02-06,992456
2014-02-07,992607
2014-02-08,993885
2014-02-09,993752
2014-02-10,992998
2014-02-11,994243
2014-02-12,993022
2014-02-13,991724
2014-02-14,992696
2014-02-15,992053
2014-02-16,993467
2014-02-17,995019
2014-02-18,995032
2014-02-19,995045
2014-02-20,994251
2014-02-21,992741
2014-02-22,992848
2014-02-23,992388
2014-02-24,992561
2014-02-25,994079
2014-02-26,993378
2014-02-27,993547
2014-02-28,993222
2014-03-01,991867
2014-03-02,991230
2014-03-03,991308
2014-03-04,992041
2014-03-05,992999
2014-03-06,994293
2014-03-07,994218
2014-03-08,992669
2014-03-09,990987
2014-03-10,990261
2014-03-11,990241
2014-03-12,991416
2014-03-13,993674
2014-03-14,993893
2014-03-15,994834
2014-03-16,996208
2014-03-17,995656
2014-03-18,996057
2014-03-19,995565
2014-03-20,994623
2014-03-21,994305
2014-03-22,994709
2014-03-23,994977
2014-03-24,994021
2014-03-25,995154
2014-03-26,995634
2014-03-27,996733
2014-03-28,997704
2014-03-29,997305
2014-03-30,996437
2014-03-31,994857
2014-04-01,994372
2014-04-02,993721
2014-04-03,992856
2014-04-04,992992
2014-04-05,993614
2014-04-06,994053
2014-04-07,994839
2014-04-08,994850
2014-04-09,992944
2014-04-10,993408
2014-04-11,993261
2014-04-12,992699
2014-04-13,994018
2014-04-14,993672
2014-04-15,994189
2014-04-16,995636
2014-04-17,996096
2014-04-18,996268
2014-04-19,994742
2014-04-20,993886
2014-04-21,994234
2014-04-22,994097
2014-04-23,995599
2014-04-24,994592
2014-04-25,993236
2014-04-26,993220
2014-04-27,992798
2014-04-28,991805
2014-04-29,992809
2014-04-30,992463
2014-05-01,992501
2014-05-02,992249
2014-05-03,991874
2014-05-04,991484
2014-05-05,992020
2014-05-06,993152
2014-05-07,993923
2014-05-08,994622
2014-05-09,994939
2014-05-10,996804
2014-05-11,996323
2014-05-12,996286
2014-05-13,995809
2014-05-14,995932
2014-05-15,997152
2014-05-16,997286
2014-05-17,990508
2014-05-18,989135
2014-05-19,982480
2014-05-20,981253
2014-05-21,985163
2014-05-22,984878
2014-05-23,990051
2014-05-24,990603
2014-05-25,993282
2014-05-26,993890
2014-05-27,993505
2014-05-28,992640
2014-05-29,992297
2014-05-30,991952
2014-05-31,992591
2014-06-01,985678
2014-06-02,985135
2014-06-03,980130
2014-06-04,979938
