,0
2013-12-12,987078
2013-12-13,986617
2013-12-14,986484
2013-12-15,985847
2013-12-16,986650
2013-12-17,988479
2013-12-18,987014
2013-12-19,987109
2013-12-20,985959
2013-12-21,983144
2013-12-22,982689
2013-12-23,982334
2013-12-24,982604
2013-12-25,982839
2013-12-26,984534
2013-12-27,984353
2013-12-28,983221
2013-12-29,981862
2013-12-30,981321
2013-12-31,980208
2014-01-01,979477
2014-01-02,981691
2014-01-03,980987
2014-01-04,982250
2014-01-05,983377
2014-01-06,982871
2014-01-07,982472
2014-01-08,982469
2014-01-09,983735
2014-01-10,982312
2014-01-11,983430
2014-01-12,982488
2014-01-13,981672
2014-01-14,981865
2014-01-15,981353
2014-01-16,981978
2014-01-17,980598
2014-01-18,981940
2014-01-19,981880
2014-01-20,982679
2014-01-21,983012
2014-01-22,981833
2014-01-23,981803
2014-01-24,981212
2014-01-25,983527
2014-01-26,985558
2014-01-27,987062
2014-01-28,986973
2014-01-29,985771
2014-01-30,984147
2014-01-31,983157
2014-02-01,982616
2014-02-02,982777
2014-02-03,983962
2014-02-04,981700
2014-02-05,982856
2014-02-06,981051
2014-02-07,980492
2014-02-08,981587
2014-02-09,980381
2014-02-10,980534
2014-02-11,979852
2014-02-12,980406
2014-02-13,979856
2014-02-14,979624
2014-02-15,979532
2014-02-16,979560
2014-02-17,980306
2014-02-18,981843
2014-02-19,983406
2014-02-20,984294
2014-02-21,984388
2014-02-22,984508
2014-02-23,984878
2014-02-24,983240
2014-02-25,982910
2014-02-26,980845
2014-02-27,980034
2014-02-28,982000
2014-03-01,980753
2014-03-02,981171
2014-03-03,979291
2014-03-04,977597
2014-03-05,977376
2014-03-06,978417
2014-03-07,980667
2014-03-08,980396
2014-03-09,984015
2014-03-10,983135
2014-03-11,980904
2014-03-12,981207
2014-03-13,979107
2014-03-14,980637
2014-03-15,982392
2014-03-16,982149
2014-03-17,980268
2014-03-18,981554
2014-03-19,978037
2014-03-20,978565
2014-03-21,979759
2014-03-22,977664
2014-03-23,980704
2014-03-24,979630
2014-03-25,978636
2014-03-26,977914
2014-03-27,979338
2014-03-28,980932
2014-03-29,983523
2014-03-30,984857
2014-03-31,984144
2014-04-01,983347
2014-04-02,981623
2014-04-03,981608
2014-04-04,979954
2014-04-05,981121
2014-04-06,981829
2014-04-07,980655
2014-04-08,982211
2014-04-09,981411
2014-04-10,980445
