Date,Q,RCMc,m
9/29/2003,2535,0.22917375,-0.92890424
9/30/2003,2314,0.3846607,1.4246805
10/1/2003,2098,0.38901636,0.9908492
10/2/2003,1923,0.3383638,0.49330115
10/3/2003,1795,0.406186,1.48012
10/4/2003,1638,0.37827662,0.9879684
10/5/2003,1475,0.32184514,0.5260184
10/6/2003,1412,0.36842766,0.9971519
10/7/2003,1469,0.34407938,0.94225353
10/8/2003,1608,0.3366151,0.89379305
10/9/2003,1712,0.34850508,0.9442823
10/10/2003,1706,0.33642533,1.2322317
10/11/2003,1624,0.340339,1.0235258
10/12/2003,1526,0.28787205,0.9367353
10/13/2003,1370,0.32010424,1.0639524
10/14/2003,1287,0.3317433,1.4162273
10/15/2003,1195,0.32805157,1.4868013
10/16/2003,1104,0.3249526,1.4619693
10/17/2003,1057,0.3421883,1.7465104
10/18/2003,1015,0.3317569,1.5650575
10/19/2003,973,0.3427377,1.5567532
10/20/2003,959.4000244,0.33885887,1.6227151
10/21/2003,945.2999878,0.28997636,0.60894084
10/22/2003,943.4000244,0.32460117,1.2636641
10/23/2003,927.7999878,0.307868,1.2844793
10/24/2003,890.7999878,0.3027866,1.022525
10/25/2003,850.2999878,0.30324486,1.1901687
10/26/2003,820.2000122,0.29302025,1.2697098
10/27/2003,803.7999878,0.29953003,1.1607921
10/28/2003,788.9000244,0.28697583,0.98278826
10/29/2003,787.9000244,0.2931641,1.1376237
10/30/2003,792.5999756,0.29321358,1.0936536
10/31/2003,805.0999756,0.29112813,1.0712966
11/1/2003,800.0999756,0.29250407,1.1008624
11/2/2003,772.0999756,0.2922822,1.0886222
11/3/2003,712.5999756,0.29197186,1.0869316
11/4/2003,669.2999878,0.29225293,1.0921388
11/5/2003,661,0.29216927,1.0892308
11/6/2003,650.7000122,0.29213157,1.0894337
11/7/2003,649.5,0.29218462,1.0902723
11/8/2003,665.4000244,0.32063708,1.2998979
11/9/2003,689.2999878,0.2938072,0.9863724
11/10/2003,693,0.30267593,1.1253294
11/11/2003,673,0.29710987,1.0417848
11/12/2003,639.2000122,0.29786834,1.0511712
11/13/2003,623.5,0.29404175,1.2019355
11/14/2003,629.5,0.29630917,1.0980762
11/15/2003,602,0.27756128,1.0547148
11/16/2003,557,0.30784866,1.2085358
11/17/2003,516.4000244,0.28994372,1.0206721
11/18/2003,477.1000061,0.28982052,1.1393414
11/19/2003,470.7000122,0.29575026,1.1228001
11/20/2003,463.2999878,0.28603646,1.1288188
11/21/2003,450.2000122,0.2904787,1.1303201
11/22/2003,433.2000122,0.2625201,0.84998524
11/23/2003,413,0.279488,1.0361583
11/24/2003,390.6000061,0.2817662,1.0051993
11/25/2003,383.6000061,0.26879933,0.8276012
11/26/2003,374.2000122,0.25728604,0.9563061
11/27/2003,363.6000061,0.25327066,0.78680944
11/28/2003,359.3999939,0.25961548,0.8568695
11/29/2003,353.7999878,0.22705612,0.62592834
11/30/2003,349.8999939,0.246168,0.7565809
12/1/2003,347.2999878,0.23382303,0.348028
12/2/2003,343.2999878,0.23695214,0.4541595
12/3/2003,328.2000122,0.2453909,0.5245712
12/4/2003,308.7000122,0.24186495,0.49223268
12/5/2003,300.7999878,0.24137697,0.4902986
12/6/2003,300.7000122,0.23830542,0.3717781
12/7/2003,292.6000061,0.24052723,0.45138687
12/8/2003,278.6000061,0.22930554,0.2944145
12/9/2003,269.7999878,0.23602489,0.37249494
12/10/2003,258.3999939,0.24405411,0.37219736
12/11/2003,251.1999969,0.23134384,0.22352941
12/12/2003,245.1999969,0.23108554,0.32274958
12/13/2003,240.6999969,0.21630594,0.12332191
12/14/2003,237.3999939,0.22616386,0.22317776
12/15/2003,235.5,0.23143889,0.1759481
12/16/2003,234,0.22450384,0.17413573
12/17/2003,230.1999969,0.21638754,0.1635591
12/18/2003,223.5,0.23218854,0.24750942
12/19/2003,221.8000031,0.20850845,0.08465363
12/20/2003,225.3999939,0.2123481,0.18495582
12/21/2003,229.1000061,0.21737838,0.17235042
12/22/2003,230.1000061,0.20097075,0.21293926
12/23/2003,229.3000031,0.20997751,0.1900683
12/24/2003,223.8999939,0.21111721,0.12654088
12/25/2003,213.3999939,0.2072182,0.17651615
12/26/2003,211.5,0.19054057,-0.11035133
12/27/2003,218.3999939,0.19904365,-0.07200766
12/28/2003,220.3000031,0.1948611,-0.001893515
12/29/2003,214.8000031,0.20928703,0.14504322
12/30/2003,208.3000031,0.20100519,0.02357426
12/31/2003,202.6000061,0.20381479,0.10463022
1/1/2004,197,0.20469026,0.09102396
1/2/2004,199.8000031,0.20132029,0.020882763
1/3/2004,209.3999939,0.20197514,0.007763411
1/4/2004,214.8999939,0.19956285,-0.14876263
1/5/2004,212.8000031,0.18372239,-0.24445274
1/6/2004,205,0.19497237,-0.12855613
1/7/2004,201.1000061,0.19765083,-0.073346645
1/8/2004,218.5,0.19205837,-0.14881673
1/9/2004,238.8000031,0.13292143,-1.3395535
1/10/2004,236.6999969,0.17562957,-0.5218527
1/11/2004,237.3000031,0.17266005,-0.6448635
1/12/2004,227.6999969,0.15882787,-0.82338136
1/13/2004,209.8000031,0.16818812,-0.66359574
1/14/2004,206.6000061,0.15668322,-0.71335465
1/15/2004,201,0.16115098,-0.73348
1/16/2004,196.3999939,0.14874148,-0.73671246
1/17/2004,205.3999939,0.1553585,-0.72784
1/18/2004,213.8000031,0.15325071,-0.7502105
1/19/2004,213.6999969,0.15697946,-0.6548585
1/20/2004,215.1000061,0.15780602,-0.6665172
1/21/2004,211.8999939,0.16007936,-0.6762688
1/22/2004,202.6999969,0.15827279,-0.6659086
1/23/2004,192.6999969,0.1647505,-0.41518015
1/24/2004,193.3000031,0.16110072,-0.5859346
1/25/2004,192.6000061,0.17825468,-0.5089091
1/26/2004,197.8999939,0.16774623,-0.5033909
1/27/2004,198.6000061,0.17712988,-0.52708685
1/28/2004,194.5,0.18321688,-0.41225874
1/29/2004,193.5,0.17784747,-0.4809798
1/30/2004,191.1999969,0.1752943,-0.5017408
1/31/2004,192.3000031,0.17876945,-0.46500665
2/1/2004,195.1000061,0.1740883,-0.5367979
2/2/2004,204.6000061,0.1760493,-0.5011728
2/3/2004,205.5,0.1691084,-0.50015837
2/4/2004,197.3999939,0.17278273,-0.4617606
2/5/2004,188,0.16834505,-0.50717795
2/6/2004,182.6000061,0.1682435,-0.44438085
2/7/2004,187.6999969,0.16977261,-0.47110647
2/8/2004,202.1999969,0.15880127,-0.48357663
2/9/2004,211.3999939,0.16548285,-0.46635917
2/10/2004,204.6999969,0.16418132,-0.5235839
2/11/2004,193.6999969,0.16277063,-0.49120477
2/12/2004,188.3000031,0.1678163,-0.47130933
2/13/2004,190.3000031,0.16338374,-0.48149374
2/14/2004,201.8999939,0.16228507,-0.4813179
2/15/2004,206.8000031,0.15350561,-0.64758205
2/16/2004,208.5,0.15971765,-0.5370008
2/17/2004,205.6000061,0.16537692,-0.6298371
2/18/2004,198.6999969,0.15939982,-0.60488325
2/19/2004,189,0.1628915,-0.6928235
2/20/2004,184,0.15322731,-0.7170605
2/21/2004,194.1999969,0.1597403,-0.788446
2/22/2004,206.3999939,0.16025534,-0.75631034
2/23/2004,209.8000031,0.15764676,-0.75398403
2/24/2004,209.1000061,0.16541111,-0.69719213
2/25/2004,204.6000061,0.16107726,-0.73579276
2/26/2004,202.1999969,0.15134804,-0.9020028
2/27/2004,213.3000031,0.15926684,-0.7783833
2/28/2004,229.8000031,0.14315785,-0.94196945
2/29/2004,235.6000061,0.14759953,-0.9080756
3/1/2004,239.1000061,0.14593239,-0.87623745
3/2/2004,242.3000031,0.14315186,-0.8732484
3/3/2004,235.8999939,0.14552936,-0.8858809
3/4/2004,230.1000061,0.14485992,-0.8784556
3/5/2004,233.8999939,0.14450435,-0.879213
3/6/2004,244.8999939,0.1497301,-0.79988825
3/7/2004,258.2999878,0.15820445,-0.7123132
3/8/2004,267,0.1538042,-0.7465588
3/9/2004,259.8999939,0.16600704,-0.55682856
3/10/2004,245.6000061,0.15932931,-0.6720084
3/11/2004,242.3999939,0.15745448,-0.6212757
3/12/2004,262.8999939,0.16089578,-0.6167313
3/13/2004,284.7999878,0.16276637,-0.6807997
3/14/2004,288.8999939,0.16032673,-0.6396563
3/15/2004,274.1000061,0.15885338,-0.66941154
3/16/2004,254.5,0.1544648,-0.76261306
3/17/2004,246.3999939,0.15376392,-0.6906054
3/18/2004,249.1999969,0.151581,-0.78762096
3/19/2004,262.8999939,0.1532692,-0.7469916
3/20/2004,283.7999878,0.15483995,-0.72176725
3/21/2004,291,0.1532315,-0.75215816
3/22/2004,290.7999878,0.1577388,-0.7856463
3/23/2004,278.6000061,0.15129612,-0.75663495
3/24/2004,261,0.15148902,-0.80926114
3/25/2004,259.8999939,0.15671669,-0.7863631
3/26/2004,270.3999939,0.15312675,-0.78410447
3/27/2004,280.3999939,0.14374416,-0.82144725
3/28/2004,284.7999878,0.15102085,-0.7973455
3/29/2004,290.5,0.15317158,-0.7495478
3/30/2004,286.1000061,0.14924313,-0.7894469
3/31/2004,283.2000122,0.15210949,-0.7542951
4/1/2004,286.8999939,0.1515031,-0.7644119
4/2/2004,296.7999878,0.19006754,-0.7693621
4/3/2004,306.2999878,0.14767121,-1.0166687
4/4/2004,306.7999878,0.16145581,-0.85053974
4/5/2004,301.8999939,0.1593465,-1.0509278
4/6/2004,296.2999878,0.1560192,-0.9728879
4/7/2004,293.7999878,0.14285937,-1.036253
4/8/2004,285.7000122,0.15112755,-1.059124
4/9/2004,290.3999939,0.1395668,-1.180106
4/10/2004,302,0.14121252,-1.0896095
4/11/2004,304.5,0.14388219,-1.1096402
4/12/2004,296.2000122,0.12782316,-1.3257308
4/13/2004,281.2999878,0.13762224,-1.1751152
4/14/2004,266.6000061,0.13658078,-1.3119352
4/15/2004,257.5,0.13396008,-1.2710217
4/16/2004,261.1000061,0.12906477,-1.3760307
4/17/2004,280.1000061,0.13821454,-1.2135265
4/18/2004,280.5,0.15532392,-1.2868326
4/19/2004,266.3999939,0.140312,-1.2823694
4/20/2004,255.1999969,0.14414419,-1.260905
4/21/2004,239.5,0.13172348,-1.3967105
4/22/2004,227.8000031,0.13868876,-1.3133148
4/23/2004,238.6000061,0.1305191,-1.3622621
4/24/2004,263.8999939,0.13337675,-1.3558648
4/25/2004,273.7000122,0.1503847,-1.2143786
4/26/2004,268.8999939,0.1519049,-1.162875
4/27/2004,256.8999939,0.1450683,-1.2442962
4/28/2004,241.6000061,0.14697722,-1.144251
4/29/2004,229.6000061,0.14796582,-1.1837713
4/30/2004,237.8000031,0.14634073,-1.1750611
5/1/2004,251.6999969,0.14708965,-1.1677035
5/2/2004,258,0.14595048,-1.2119846
5/3/2004,262.8999939,0.14670645,-1.1528529
5/4/2004,253,0.15766959,-1.1775497
5/5/2004,230.5,0.15825252,-1.1813097
5/6/2004,219.6000061,0.15398833,-1.1705843
5/7/2004,236.6000061,0.16984588,-1.1024042
5/8/2004,262.8999939,0.16051403,-1.1514869
5/9/2004,275.2999878,0.13767172,-1.2568339
5/10/2004,275.2000122,0.1527286,-1.2398193
5/11/2004,262.7000122,0.15459044,-1.139125
5/12/2004,249.1000061,0.14906949,-1.1221238
5/13/2004,244.3999939,0.15207903,-1.1670002
5/14/2004,259.6000061,0.14535117,-1.1715987
5/15/2004,278.3999939,0.14878693,-1.1535833
5/16/2004,280.2999878,0.16458592,-1.2099965
5/17/2004,273.5,0.15238504,-1.1783884
5/18/2004,260.3999939,0.16606618,-1.2499902
5/19/2004,247.8000031,0.15657023,-1.2268758
5/20/2004,237.5,0.15623295,-1.2184361
5/21/2004,240.8999939,0.16326694,-1.1857866
5/22/2004,247.1999969,0.15865402,-1.2103481
5/23/2004,248.1000061,0.15808706,-1.1637948
5/24/2004,246.1000061,0.15996782,-1.1866386
5/25/2004,239.8999939,0.15029316,-1.31345
5/26/2004,230.3999939,0.15642555,-1.16934
5/27/2004,225.1999969,0.16256092,-1.1196893
5/28/2004,225.6999969,0.18908103,-0.75704074
5/29/2004,236.5,0.1693252,-1.0153027
5/30/2004,246.6999969,0.15779795,-1.2190719
5/31/2004,254,0.17217194,-0.9971519
6/1/2004,248.1000061,0.167659,-1.0100819
6/2/2004,231.3999939,0.16592704,-1.0755434
6/3/2004,220.3999939,0.17840622,-0.8771707
6/4/2004,225.1999969,0.15840131,-1.1318755
6/5/2004,237.8000031,0.16991037,-1.0282596
6/6/2004,243.1000061,0.1688348,-1.0940187
6/7/2004,242.6000061,0.1656323,-1.0847405
6/8/2004,240.1999969,0.15059319,-1.2854531
6/9/2004,233,0.16162747,-1.1548276
6/10/2004,226.3999939,0.5227505,3.1656861
6/11/2004,223,0.37417844,1.5638809
6/12/2004,236.1000061,0.3940555,1.5352618
6/13/2004,239.8999939,0.31715336,0.56505185
6/14/2004,235.6000061,0.36221004,1.2220744
6/15/2004,226.5,0.22898291,-0.6293908
6/16/2004,218,0.30441192,0.38549256
6/17/2004,221.8000031,0.31756273,0.42114472
6/18/2004,240.3999939,0.28400797,0.058874782
6/19/2004,249.8999939,0.2954954,0.26831102
6/20/2004,241.1999969,0.29395166,0.3013664
6/21/2004,239.8999939,0.31549418,0.20970675
6/22/2004,238.8000031,0.26310864,-0.006924854
6/23/2004,225.8000031,0.28984204,0.1678736
6/24/2004,215.5,0.26934418,0.15156233
6/25/2004,227,0.2738206,0.10410274
6/26/2004,248.8999939,0.28303382,0.05487135
6/27/2004,261.2999878,0.42785594,1.0050776
6/28/2004,267.6000061,0.32867163,-0.18574028
6/29/2004,272.5,0.513082,1.4405318
6/30/2004,220.1000061,0.42191362,0.74628824
7/1/2004,204.1999969,0.44391495,0.54007095
7/2/2004,227.1999969,0.45926854,0.9059656
7/3/2004,275.7999878,0.49031952,0.9737399
7/4/2004,304.3999939,0.46448484,0.8062856
7/5/2004,317,0.4188938,0.8107219
7/6/2004,349.8999939,0.45685175,0.003773504
7/7/2004,341.2999878,0.43346304,0.54200506
7/8/2004,324,0.3542119,0.10729466
7/9/2004,299.1000061,0.4101659,0.21788944
7/10/2004,319.2000122,0.26942578,-1.000993
7/11/2004,350,0.34515965,-0.22528768
7/12/2004,374.7000122,0.42047504,-0.20313355
7/13/2004,421.2999878,0.32809153,-0.47658414
7/14/2004,421.3999939,0.29716107,-0.5553273
7/15/2004,418.6000061,0.37798625,-0.45790595
7/16/2004,541.4000244,0.33149013,-0.4967636
7/17/2004,486.7000122,0.2629346,-0.64541805
7/18/2004,449.8999939,0.31809935,-0.5338088
7/19/2004,468.8999939,0.28962785,-0.54905164
7/20/2004,483.1000061,0.28879288,-0.5761695
7/21/2004,565.0999756,-0.8377708,-6.629256
7/22/2004,758.9000244,0.074391656,-2.6747248
7/23/2004,1173,-0.004564399,-3.299835
7/24/2004,1208,-0.31839544,-4.4138575
7/25/2004,1211,-0.031359497,-3.4602358
7/26/2004,1195,0.16825901,-2.279332
7/27/2004,1503,-0.022197573,-3.384725
7/28/2004,1571,0.24596898,-1.8170167
7/29/2004,1507,0.25887817,-1.529189
7/30/2004,1378,0.22890927,-1.6028197
7/31/2004,1402,0.28084642,-0.99932945
8/1/2004,1338,0.25705642,-1.3766123
8/2/2004,1244,0.42719305,0.21180315
8/3/2004,1198,0.32364565,-0.72405297
8/4/2004,1116,0.42039585,0.49139413
8/5/2004,1085,0.3920246,-0.007966287
8/6/2004,1120,0.3695647,0.104265034
8/7/2004,1055,0.34173143,-0.37386096
8/8/2004,950.0999756,0.31668475,-0.09245762
8/9/2004,863.2999878,0.34179583,0.15605266
8/10/2004,787.0999756,0.33296278,-0.1030613
8/11/2004,723.4000244,0.31655192,0.30889988
8/12/2004,740.2999878,0.32979566,0.12109027
8/13/2004,746.5999756,0.30937135,0.19821042
8/14/2004,776.4000244,0.28772038,-0.13518342
8/15/2004,804,0.28661817,-0.019881904
8/16/2004,745.2999878,0.28271225,0.08359867
8/17/2004,662.5,0.28560787,-0.023601308
8/18/2004,657.0999756,0.27893406,0.000797981
8/19/2004,737.7999878,0.282382,0.020301184
8/20/2004,748.2999878,0.2701857,-0.070871554
8/21/2004,734.4000244,0.27712703,-0.016649405
8/22/2004,766.4000244,0.29001853,0.23484993
8/23/2004,901.2000122,0.29212046,0.32395333
8/24/2004,1012,0.29535562,0.18083066
8/25/2004,1067,0.3035068,0.06063305
8/26/2004,1087,0.29677352,0.18852644
8/27/2004,1053,0.26710683,-0.017501486
8/28/2004,1007,0.28852487,0.0772554
8/29/2004,1019,0.41605058,1.6605854
8/30/2004,1065,0.36059678,0.92855257
8/31/2004,1101,0.32424873,0.76061136
9/1/2004,1355,0.40719318,1.3405002
9/2/2004,1528,0.36252987,1.0084049
9/3/2004,1655,0.42907736,0.9486103
9/4/2004,1775,0.3977296,1.0983874
9/5/2004,1743,0.37772968,0.98016435
9/6/2004,1699,0.40033063,1.0089322
9/7/2004,1605,0.34215477,0.61478364
9/8/2004,1477,0.36071256,0.67486215
9/9/2004,1305,0.35675803,0.765805
9/10/2004,1159,0.3392529,0.58003765
9/11/2004,1037,0.35211253,0.67342854
9/12/2004,1022,0.3997759,0.8463064
9/13/2004,1023,0.36260092,0.6998566
9/14/2004,1055,0.304644,0.44017455
9/15/2004,1010,0.3258808,0.4280696
9/16/2004,936.2999878,0.34212792,0.8467257
9/17/2004,886.7999878,0.31199047,0.42211854
9/18/2004,857.7999878,0.3267422,0.5651871
9/19/2004,822.2000122,0.29741186,0.5210682
9/20/2004,775.7999878,0.311623,0.5027823
9/21/2004,738,0.3287531,0.92034286
9/22/2004,691.2000122,0.31256157,0.6473115
9/23/2004,639.0999756,0.28072202,0.40929672
9/24/2004,595.2999878,0.33286005,1.0918412
9/25/2004,573.5999756,0.32077432,0.7155051
9/26/2004,581.7999878,0.28581327,0.59975725
9/27/2004,612,0.31266454,0.8019035
9/28/2004,649.7999878,0.2696129,0.24848324
9/29/2004,686.4000244,0.28927505,0.54970086
9/30/2004,712.4000244,0.26388666,0.22002642
10/1/2004,695.5999756,0.28834108,0.5436281
10/2/2004,646.7999878,0.2749322,0.4691318
10/3/2004,587.2999878,0.26323658,0.39560932
10/4/2004,538.2999878,0.27528745,0.4694564
10/5/2004,488.2000122,0.27338538,0.6249816
10/6/2004,454.1000061,0.270621,0.49668244
10/7/2004,437.3999939,0.2519997,0.4298549
10/8/2004,429.5,0.26515105,0.5171189
10/9/2004,420.7000122,0.22059654,0.04678334
10/10/2004,402.5,0.2369061,0.19139376
10/11/2004,391.6000061,0.24919541,0.25153992
10/12/2004,387.6000061,0.23758863,0.16518211
10/13/2004,352.1000061,0.24115051,0.2026737
10/14/2004,338.6000061,0.22428383,-0.109986156
10/15/2004,346.7999878,0.23441638,0.08593852
10/16/2004,356.7000122,0.22898506,0.066638194
10/17/2004,356.5,0.22843912,0.018569969
10/18/2004,348.1000061,0.2227811,0.017082209
10/19/2004,342.1000061,0.21847585,-0.031675797
10/20/2004,331.1000061,0.22318082,0.001311935
10/21/2004,316.3999939,0.22341846,0.1096345
10/22/2004,324.2999878,0.22169405,0.026265755
10/23/2004,341.6000061,0.22744021,-0.10679423
10/24/2004,351.7000122,0.22411177,0.009508149
10/25/2004,354.6000061,0.20686305,-0.36646274
10/26/2004,348.3999939,0.23646702,-0.003164875
10/27/2004,324.2000122,0.21062408,-0.12041401
10/28/2004,304.8999939,0.21370164,-0.19650625
10/29/2004,315.2000122,0.21990642,-0.10680775
10/30/2004,349.1000061,0.21213955,-0.059645712
10/31/2004,379.7999878,0.21519665,-0.121049695
11/1/2004,380.2999878,0.22595453,0.021653693
11/2/2004,353.2000122,0.22960854,0.09087518
11/3/2004,323.2000122,0.22697054,-0.018745797
11/4/2004,308.7000122,0.23027803,-0.01746091
11/5/2004,307.6000061,0.22895029,0.018245367
11/6/2004,322.1000061,0.2333884,0.12689254
11/7/2004,328.2999878,0.23088583,0.042549983
11/8/2004,317.1000061,0.23612851,-0.11938611
11/9/2004,304.1000061,0.23340638,0.016554728
11/10/2004,293.5,0.22978136,-0.105861
11/11/2004,281.7999878,0.2427229,-0.026144028
11/12/2004,287,0.21959543,-0.038451873
11/13/2004,294.3999939,0.21050748,-0.13084187
11/14/2004,298,0.22362077,-0.065163955
11/15/2004,297.5,0.20715833,-0.32752395
11/16/2004,284.8999939,0.21373393,-0.17458206
11/17/2004,253.8999939,0.19561589,-0.2898971
11/18/2004,228.6999969,0.20418625,-0.3429561
11/19/2004,219.8000031,0.20436338,-0.26909548
11/20/2004,229.1000061,0.20129311,-0.30063605
11/21/2004,243.3000031,0.2032694,-0.30423373
11/22/2004,239.5,0.19565298,-0.27208453
11/23/2004,224,0.20000885,-0.29235867
11/24/2004,207.3000031,0.18955852,-0.35391143
11/25/2004,193.3999939,0.19502541,-0.30608666
11/26/2004,190.8000031,0.18755831,-0.44333944
11/27/2004,200.3999939,0.19773233,-0.3309323
11/28/2004,212,0.17256784,-0.36010593
11/29/2004,216.8999939,0.18120117,-0.4654124
11/30/2004,215.3000031,0.183313,-0.38543844
12/1/2004,212.5,0.15364502,-0.55229765
12/2/2004,203.3000031,0.1719185,-0.46768463
12/3/2004,192.8000031,0.17377517,-0.51377815
12/4/2004,194.5,0.16915987,-0.47455537
12/5/2004,195.3000031,0.17679334,-0.39336416
12/6/2004,195.1000061,0.17663164,-0.4115419
12/7/2004,194.1999969,0.17416246,-0.42650068
12/8/2004,189.6000061,0.17730272,-0.54645485
12/9/2004,184,0.17600434,-0.46149012
12/10/2004,180.6999969,0.162191,-0.53758234
12/11/2004,186,0.17159118,-0.51515776
12/12/2004,196.5,0.17448202,-0.37395564
12/13/2004,195.6000061,0.17636052,-0.38998288
12/14/2004,193.3000031,0.17731701,-0.42644656
12/15/2004,192.6999969,0.16180113,-0.5535555
12/16/2004,190.1000061,0.1716956,-0.45671576
12/17/2004,185.6000061,0.17426364,-0.44336647
12/18/2004,188,0.16917947,-0.48450986
12/19/2004,196.8000031,0.16641633,-0.49317944
12/20/2004,202.6999969,0.16499963,-0.5347015
12/21/2004,203.8000031,0.15423359,-0.6485964
12/22/2004,204.3000031,0.16117947,-0.59183156
12/23/2004,195.6999969,0.16008824,-0.59170985
12/24/2004,191.5,0.1564954,-0.5773597
12/25/2004,201.1999969,0.15922362,-0.5869625
12/26/2004,209.6000061,0.1523917,-0.683383
12/27/2004,209.6999969,0.15603118,-0.6158927
12/28/2004,209,0.15903917,-0.6373706
12/29/2004,200,0.15864381,-0.6310814
12/30/2004,188.8999939,0.16352864,-0.62813294
12/31/2004,184.6999969,0.16512445,-0.5111543
1/1/2005,186.1000061,0.16242409,-0.590195
1/2/2005,187.8000031,0.16550651,-0.6359369
1/3/2005,188.6999969,0.16433933,-0.5790909
1/4/2005,188.6999969,0.16384597,-0.5519866
1/5/2005,182.1000061,0.16992065,-0.5807139
1/6/2005,163.6000061,0.16041218,-0.5961055
1/7/2005,149.8000031,0.16264941,-0.59501
1/8/2005,146.8000031,0.16423632,-0.5906143
1/9/2005,145.1000061,0.16346581,-0.6390477
1/10/2005,145.5,0.16344868,-0.6081969
1/11/2005,144.8999939,0.15841831,-0.6636769
1/12/2005,141.1999969,0.16175893,-0.6369783
1/13/2005,136.8999939,0.15861899,-0.7111906
1/14/2005,135.6000061,0.16253257,-0.6610936
1/15/2005,139.8000031,0.16441613,-0.6697226
1/16/2005,146.1999969,0.1611765,-0.6548991
1/17/2005,150.3000031,0.16269632,-0.6619051
1/18/2005,151.3999939,0.14249244,-0.9086977
1/19/2005,148.6000061,0.15531732,-0.7420549
1/20/2005,148.3000031,0.1495539,-0.7931798
1/21/2005,146.6999969,0.15159962,-0.7467887
1/22/2005,145.1000061,0.15401174,-0.79006904
1/23/2005,143.6999969,0.15404987,-0.7163572
1/24/2005,142.1999969,0.15320991,-0.75106263
1/25/2005,140.8000031,0.15921749,-0.79903615
1/26/2005,136.1999969,0.15541734,-0.7554988
1/27/2005,130.8000031,0.15619513,-0.7997124
1/28/2005,129.6999969,0.15691751,-0.7847537
1/29/2005,139.1999969,0.15955362,-0.7970074
1/30/2005,143.5,0.15723358,-0.79235476
1/31/2005,141.3000031,0.1580656,-0.7913674
2/1/2005,137,0.16238049,-0.7791137
2/2/2005,134.6999969,0.15920107,-0.78762096
2/3/2005,135,0.16110168,-0.8399902
2/4/2005,134.3000031,0.16088453,-0.8022822
2/5/2005,138.1000061,0.15148412,-0.760138
2/6/2005,142.8000031,0.16495568,-0.7036436
2/7/2005,146.5,0.15630314,-0.7600974
2/8/2005,145.3999939,0.16343078,-0.67726964
2/9/2005,145.6999969,0.16151689,-0.7137198
2/10/2005,138.1999969,0.16143249,-0.7235526
2/11/2005,127.0999985,0.16212764,-0.70486087
2/12/2005,137.1000061,0.1550637,-0.878415
2/13/2005,148.8000031,0.15956756,-0.7691727
2/14/2005,156.3000031,0.16006017,-0.96258175
2/15/2005,157.8000031,0.14765385,-0.98240954
2/16/2005,155.3000031,0.16013357,-0.9050054
2/17/2005,157.5,0.14894348,-1.019509
2/18/2005,167.1000061,0.15213294,-0.96911436
2/19/2005,178,0.14336665,-1.1707196
2/20/2005,183,0.14818978,-1.0533217
2/21/2005,184.8999939,0.13720116,-1.2358836
2/22/2005,182.1000061,0.11919195,-1.4732627
2/23/2005,179.3999939,0.123541415,-1.3547016
2/24/2005,170.3000031,0.18384594,-0.5173353
2/25/2005,162.8999939,0.1418759,-1.1157942
2/26/2005,167,0.15717624,-1.0471948
2/27/2005,176.3000031,0.16092175,-0.8939824
2/28/2005,181.6000061,0.17741287,-0.984533
3/1/2005,185.8000031,0.16469793,-0.97529536
3/2/2005,185.8999939,0.18686587,-0.8320509
3/3/2005,182.6000061,0.17249973,-0.8898032
3/4/2005,179.8999939,0.17934477,-0.89905435
3/5/2005,189,0.18191333,-0.8087202
3/6/2005,195.8999939,0.17787252,-0.86582315
3/7/2005,197.8999939,0.18698484,-0.72149676
3/8/2005,191.5,0.18226883,-0.79869807
3/9/2005,185.5,0.18300454,-0.7102033
3/10/2005,181,0.1914176,-0.6402379
3/11/2005,180.6000061,0.19012009,-0.5957809
3/12/2005,191.3000031,0.18758008,-0.56758106
3/13/2005,205.3000031,0.18967655,-0.6012315
3/14/2005,209.6999969,0.19437404,-0.37874353
3/15/2005,205.8999939,0.19058758,-0.51602334
3/16/2005,196.3999939,0.20007733,-0.5765617
3/17/2005,186.6000061,0.19488694,-0.49048793
3/18/2005,180.3000031,0.20731531,-0.44895235
3/19/2005,197.6999969,0.21051678,-0.41739827
3/20/2005,213.3000031,0.19305865,-0.45230657
3/21/2005,212.1999969,0.18854327,-0.47066015
3/22/2005,206.3000031,0.19700608,-0.4467748
3/23/2005,195.1000061,0.17131901,-0.53218585
3/24/2005,185,0.18514462,-0.48317087
3/25/2005,184.8000031,0.18192478,-0.5108432
3/26/2005,192.1999969,0.17869534,-0.55658513
3/27/2005,199.5,,
3/28/2005,202,0.18412183,-0.5462249
3/29/2005,201.8000031,0.18155806,-0.5378799
3/30/2005,197.6000061,0.18584901,-0.56160295
3/31/2005,195.3000031,0.18382041,-0.54857826
4/1/2005,199.3000031,0.17598571,-0.6167313
4/2/2005,209.1999969,0.18182822,-0.575642
4/3/2005,214.1999969,0.17598628,-0.5548539
4/4/2005,216.8999939,0.17538787,-0.63599104
4/5/2005,219.3000031,0.1795076,-0.58881545
4/6/2005,226.1000061,0.17904958,-0.5977285
4/7/2005,235.5,0.17797737,-0.60750717
4/8/2005,242.8000031,0.16165525,-0.69302636
4/9/2005,261.3999939,0.1726407,-0.6327991
4/10/2005,277.1000061,0.18756345,-0.66068786
4/11/2005,277.2999878,,
4/12/2005,266.1000061,0.17040981,-0.7210504
4/13/2005,253.8000031,0.17088124,-0.62253356
4/14/2005,247,0.17594275,-0.66801846
4/15/2005,254,0.17299221,-0.668316
4/16/2005,274.1000061,0.17323095,-0.652938
