,0
2015-03-06,991436
2015-03-07,990618
2015-03-08,992163
2015-03-09,991259
2015-03-10,992411
2015-03-11,992670
2015-03-12,992337
2015-03-13,992642
2015-03-14,992019
2015-03-15,992136
2015-03-16,992207
2015-03-17,993004
2015-03-18,991404
2015-03-19,992810
2015-03-20,992325
2015-03-21,992820
2015-03-22,994635
2015-03-23,993454
2015-03-24,994313
2015-03-25,992520
2015-03-26,993132
2015-03-27,992748
2015-03-28,992364
2015-03-29,993081
2015-03-30,992964
2015-03-31,992561
2015-04-06,992825
2015-04-07,993198
2015-04-08,992561
2015-04-09,992873
2015-04-10,992550
2015-04-11,992098
2015-04-12,991106
2015-04-13,990631
2015-04-14,990220
2015-04-15,991064
2015-04-16,993398
2015-04-17,993992
2015-04-18,994603
2015-04-19,994267
2015-04-20,993100
2015-04-21,992885
2015-04-22,993977
2015-04-23,993956
2015-04-24,993988
2015-04-25,994165
2015-04-26,993003
2015-04-27,993395
2015-04-28,993649
2015-04-29,993922
2015-04-30,994649
2015-05-01,994547
2015-05-02,994410
2015-05-03,993634
2015-05-04,993150
2015-05-05,992275
2015-05-06,992420
2015-05-07,991091
2015-05-08,990196
2015-05-09,991001
2015-05-10,991413
2015-05-11,993477
2015-05-12,994190
2015-05-13,994965
2015-05-14,993513
2015-05-15,992825
2015-05-16,992621
2015-05-17,992513
2015-05-18,993744
2015-05-19,993821
2015-05-20,995000
2015-05-21,993512
2015-05-22,993825
2015-05-23,993034
2015-05-24,993128
2015-05-25,993889
2015-05-26,992523
2015-05-27,993531
2015-05-28,991727
2015-05-29,991435
2015-05-30,990667
2015-05-31,991133
2015-06-01,990096
2015-06-02,990397
2015-06-03,992309
2015-06-04,991813
2015-06-05,994313
