date,value
4/4/2006,986152
4/5/2006,986152
4/6/2006,986340
4/7/2006,986068
4/8/2006,986187
4/9/2006,986629
4/10/2006,987106
4/11/2006,988610
4/12/2006,988860
4/13/2006,986574
4/14/2006,986574
4/15/2006,985768
4/16/2006,984772
4/17/2006,985061
4/18/2006,985924
4/19/2006,984785
4/20/2006,985804
4/21/2006,985804
4/22/2006,986873
4/23/2006,987780
4/24/2006,990183
4/25/2006,989537
4/26/2006,989189
4/27/2006,988839
4/28/2006,987841
4/29/2006,986091
4/30/2006,986091
5/1/2006,985871
5/2/2006,986366
5/3/2006,987624
5/4/2006,987326
5/5/2006,986871
5/6/2006,987084
5/7/2006,987084
5/8/2006,987978
5/9/2006,987273
5/10/2006,986962
5/11/2006,986962
5/12/2006,985534
5/13/2006,990158
5/14/2006,990158
5/15/2006,989153
5/16/2006,989153
5/17/2006,985790
5/18/2006,986112
5/19/2006,985466
5/20/2006,986162
5/21/2006,986799
5/22/2006,986135
5/23/2006,986135
5/24/2006,986901
5/25/2006,984854
5/26/2006,988740
5/27/2006,987215
5/28/2006,984922
5/29/2006,985962
5/30/2006,983283
5/31/2006,985206
6/1/2006,985206
6/2/2006,984419
6/3/2006,982957
6/4/2006,979711
6/5/2006,979868
6/6/2006,976619
6/7/2006,979085
6/8/2006,979085
6/9/2006,976209
6/10/2006,975119
6/11/2006,969383
6/12/2006,971966
6/13/2006,971182
6/14/2006,975515
6/15/2006,978423
6/16/2006,969103
6/17/2006,969103
6/18/2006,963834
6/19/2006,965684
6/20/2006,968247
6/21/2006,969143
6/22/2006,969380
6/23/2006,953752
6/24/2006,953752
6/25/2006,956363
6/26/2006,960931
6/27/2006,977151
6/28/2006,975669
6/29/2006,973993
6/30/2006,972994
7/1/2006,966952
7/2/2006,965150
7/3/2006,965150
7/4/2006,968953
7/5/2006,968953
7/6/2006,975371
7/7/2006,973177
7/8/2006,970296
7/9/2006,971628
7/10/2006,971628
7/11/2006,975009
7/12/2006,974147
7/13/2006,976224
7/14/2006,974916
7/15/2006,972394
7/16/2006,970066
7/17/2006,966505
7/18/2006,965604
7/19/2006,965604
7/20/2006,971371
7/21/2006,968016
7/22/2006,965804
7/23/2006,946138
7/24/2006,932826
7/25/2006,934423
7/26/2006,934423
7/27/2006,933866
7/28/2006,931514
7/29/2006,931521
7/30/2006,938172
7/31/2006,949352
8/1/2006,965902
8/2/2006,965178
8/3/2006,961411
8/4/2006,961411
8/5/2006,961130
8/6/2006,961804
8/7/2006,967502
8/8/2006,974467
8/9/2006,975309
8/10/2006,973133
8/11/2006,973133
8/12/2006,944021
8/13/2006,951084
8/14/2006,945814
8/15/2006,951352
8/16/2006,957150
8/17/2006,952568
8/18/2006,954890
8/19/2006,955861
8/20/2006,955861
8/21/2006,963827
8/22/2006,965946
8/23/2006,963489
8/24/2006,965808
8/25/2006,970901
8/26/2006,970765
8/27/2006,970765
8/28/2006,979629
8/29/2006,944284
8/30/2006,947033
8/31/2006,946987
9/1/2006,934661
9/2/2006,946161
9/3/2006,943689
9/4/2006,950972
9/5/2006,950972
9/6/2006,969140
9/7/2006,968135
9/8/2006,972147
9/10/2006,972944
9/11/2006,982630
9/12/2006,982630
9/13/2006,983086
9/14/2006,979812
9/15/2006,975521
9/16/2006,974938
9/17/2006,970806
9/18/2006,976330
9/19/2006,976330
9/20/2006,978402
9/21/2006,978402
9/22/2006,978593
9/23/2006,977986
9/24/2006,977022
9/25/2006,978506
9/26/2006,977181
9/27/2006,978742
9/28/2006,978742
9/29/2006,976490
9/30/2006,980053
10/1/2006,976868
10/2/2006,977036
10/3/2006,977829
10/4/2006,972967
10/5/2006,970452
10/6/2006,970605
10/7/2006,970605
10/8/2006,977044
10/9/2006,973575
10/10/2006,972420
10/11/2006,971919
10/12/2006,968255
10/13/2006,972415
10/14/2006,972415
10/15/2006,977013
10/16/2006,977878
10/17/2006,978301
10/18/2006,978488
10/19/2006,978397
10/20/2006,976619
10/21/2006,975675
10/22/2006,973481
10/23/2006,973481
10/24/2006,974335
10/25/2006,975857
10/26/2006,976454
10/27/2006,976335
10/28/2006,977344
10/29/2006,977496
10/30/2006,977496
10/31/2006,978094
11/1/2006,977094
11/2/2006,974791
11/3/2006,975319
11/4/2006,974713
11/5/2006,974421
11/6/2006,975240
11/7/2006,974216
11/8/2006,974216
11/9/2006,976871
11/10/2006,977382
11/11/2006,978356
11/12/2006,980208
11/13/2006,980925
11/14/2006,978552
11/15/2006,978552
11/16/2006,977404
11/17/2006,978310
11/18/2006,980627
11/19/2006,980627
11/20/2006,980685
11/21/2006,974766
11/22/2006,974766
11/23/2006,974513
11/24/2006,974513
11/25/2006,975082
11/26/2006,975564
11/27/2006,976308
11/28/2006,978681
11/29/2006,980071
11/30/2006,983089
12/1/2006,983089
12/2/2006,981936
12/3/2006,981897
12/4/2006,979677
12/5/2006,979924
12/6/2006,979799
12/7/2006,978761
12/8/2006,979933
12/9/2006,977882
12/10/2006,977882
12/11/2006,977725
12/12/2006,978359
12/13/2006,979317
12/14/2006,981022
12/15/2006,981425
12/16/2006,985212
12/17/2006,985212
12/18/2006,984521
12/19/2006,984521
12/20/2006,981233
12/21/2006,982348
12/22/2006,981926
12/23/2006,982494
12/24/2006,982896
12/25/2006,982579
12/26/2006,982579
12/27/2006,981741
12/28/2006,981362
12/29/2006,981109
12/30/2006,983789
12/31/2006,984187
1/1/2007,984529
1/2/2007,984529
1/3/2007,982745
1/4/2007,983308
1/5/2007,983115
1/6/2007,981975
1/7/2007,981244
1/8/2007,979755
1/9/2007,978380
1/10/2007,982016
1/11/2007,981907
1/12/2007,984458
1/13/2007,982720
1/14/2007,981160
1/15/2007,981967
1/16/2007,980298
1/17/2007,981677
1/18/2007,981677
1/19/2007,982987
1/20/2007,983584
1/21/2007,985210
1/22/2007,984390
1/23/2007,983969
1/24/2007,982809
1/25/2007,981124
1/26/2007,983598
1/27/2007,983598
1/28/2007,987501
1/29/2007,987102
1/30/2007,987560
1/31/2007,987382
2/1/2007,986759
2/2/2007,987446
2/3/2007,987446
2/4/2007,987705
2/5/2007,987675
2/6/2007,986718
2/7/2007,987298
2/8/2007,986996
2/9/2007,986468
2/10/2007,986449
2/11/2007,983674
2/12/2007,983674
2/13/2007,984583
2/14/2007,984467
2/15/2007,984834
2/16/2007,985852
2/17/2007,984947
2/18/2007,987791
2/19/2007,987791
2/20/2007,986124
2/21/2007,986124
2/22/2007,-32000
2/23/2007,-32000
2/24/2007,-32000
2/25/2007,-32000
2/26/2007,-32000
2/27/2007,983927
2/28/2007,983927
3/1/2007,986433
3/2/2007,986459
3/3/2007,987300
3/4/2007,988462
3/5/2007,987978
3/6/2007,987537
3/7/2007,987537
3/8/2007,985434
3/9/2007,984093
3/10/2007,983759
3/11/2007,983626
3/12/2007,982944
3/13/2007,981990
3/14/2007,980325
3/15/2007,983887
3/16/2007,983887
3/17/2007,986257
3/18/2007,986228
3/19/2007,985500
3/20/2007,985351
3/21/2007,983212
3/22/2007,984308
3/23/2007,984308
3/24/2007,986501
3/25/2007,986026
3/26/2007,986609
3/27/2007,987314
3/28/2007,986882
3/29/2007,989598
3/30/2007,991198
3/31/2007,989615
4/1/2007,989615
4/2/2007,988072
4/3/2007,985832
4/4/2007,984383
4/5/2007,984903
4/6/2007,982748
4/7/2007,984618
4/8/2007,984618
4/9/2007,985868
4/10/2007,984847
4/11/2007,985768
4/12/2007,985074
4/13/2007,984206
4/14/2007,983920
4/15/2007,981886
4/16/2007,983479
4/17/2007,983479
4/18/2007,985904
4/19/2007,985161
4/20/2007,986153
4/21/2007,986111
4/22/2007,984865
4/23/2007,983391
4/24/2007,983391
4/25/2007,987521
4/26/2007,986557
4/27/2007,987318
4/28/2007,986027
4/29/2007,984509
4/30/2007,986071
5/1/2007,986076
5/2/2007,985034
5/3/2007,985034
5/4/2007,979672
5/5/2007,986686
5/6/2007,989721
5/7/2007,990070
5/8/2007,993701
5/9/2007,989662
5/10/2007,989662
5/11/2007,986502
5/12/2007,987118
5/13/2007,986505
5/14/2007,985179
5/15/2007,984421
5/16/2007,984028
5/17/2007,983235
5/18/2007,986150
5/19/2007,986079
5/20/2007,984593
5/21/2007,986368
5/22/2007,985993
5/23/2007,986009
5/24/2007,986257
5/25/2007,985486
5/26/2007,985486
5/27/2007,990011
5/28/2007,987887
5/29/2007,987832
5/30/2007,989170
5/31/2007,988222
6/1/2007,990329
6/2/2007,989224
6/3/2007,987081
6/4/2007,987081
6/5/2007,988557
6/6/2007,986782
6/7/2007,985766
6/8/2007,986283
6/9/2007,984678
6/10/2007,986111
6/11/2007,986111
6/12/2007,987171
6/13/2007,987743
6/14/2007,969119
6/15/2007,965773
6/16/2007,957128
6/17/2007,950043
6/18/2007,958185
6/19/2007,969196
6/20/2007,969196
6/21/2007,969473
6/22/2007,969732
6/23/2007,964713
6/24/2007,966430
6/25/2007,967804
6/26/2007,967746
6/27/2007,967746
6/28/2007,967422
6/29/2007,967590
6/30/2007,967881
7/1/2007,967428
7/2/2007,965801
7/3/2007,967358
7/4/2007,967625
7/5/2007,938269
7/6/2007,938269
7/7/2007,931338
7/8/2007,938988
7/9/2007,951560
7/10/2007,955487
7/11/2007,953997
7/12/2007,958132
7/13/2007,958132
7/14/2007,953683
7/15/2007,955400
7/16/2007,959948
7/17/2007,943082
7/18/2007,940025
7/19/2007,926337
7/20/2007,897362
7/21/2007,937557
7/22/2007,937557
7/23/2007,965434
7/24/2007,945032
7/25/2007,935132
7/26/2007,943890
7/27/2007,932172
7/28/2007,961949
7/29/2007,961949
7/30/2007,968102
7/31/2007,967089
8/1/2007,972753
8/2/2007,975553
8/3/2007,975398
8/4/2007,977112
8/5/2007,971970
8/6/2007,966595
8/7/2007,966595
8/8/2007,958627
8/9/2007,950319
8/10/2007,938898
8/11/2007,942216
8/12/2007,941581
8/13/2007,936994
8/14/2007,936994
8/15/2007,942873
8/16/2007,946128
8/17/2007,956887
8/18/2007,959353
8/19/2007,958829
8/20/2007,965040
8/21/2007,968443
8/22/2007,959440
8/23/2007,959440
8/24/2007,958417
8/25/2007,955237
8/26/2007,958313
8/27/2007,963622
8/28/2007,960103
8/29/2007,956140
8/30/2007,956140
8/31/2007,953578
9/1/2007,952790
9/2/2007,959351
9/3/2007,966149
9/4/2007,965235
9/5/2007,966056
9/6/2007,964934
9/7/2007,960636
9/8/2007,960636
9/9/2007,971405
9/10/2007,971488
9/11/2007,972466
9/12/2007,976419
9/13/2007,976971
9/14/2007,981028
9/15/2007,981028
9/16/2007,983271
9/17/2007,980754
9/18/2007,982571
9/19/2007,980957
9/20/2007,979133
9/21/2007,980925
9/22/2007,979159
9/23/2007,979502
9/24/2007,979502
9/25/2007,979156
9/26/2007,961280
9/27/2007,950528
9/28/2007,958237
9/29/2007,946868
9/30/2007,974387
10/1/2007,974387
10/2/2007,977161
10/3/2007,977524
10/4/2007,976658
10/5/2007,976774
10/7/2007,976500
10/8/2007,976612
10/9/2007,976743
10/10/2007,976743
10/11/2007,980250
10/12/2007,974269
10/13/2007,971711
10/14/2007,971306
10/15/2007,964745
10/16/2007,973447
10/17/2007,973447
10/18/2007,975761
10/19/2007,975539
10/20/2007,976814
10/21/2007,976207
10/22/2007,976589
10/23/2007,977146
10/24/2007,974185
10/25/2007,975643
10/26/2007,975643
10/27/2007,976152
10/28/2007,977743
10/29/2007,978706
10/30/2007,976992
10/31/2007,976482
11/1/2007,977038
11/2/2007,977038
11/3/2007,978648
11/4/2007,976944
11/5/2007,973161
11/6/2007,972554
11/7/2007,971574
11/8/2007,971618
11/9/2007,971669
11/10/2007,970142
11/11/2007,969928
11/12/2007,973208
11/13/2007,973674
11/14/2007,975841
11/15/2007,975455
11/16/2007,974315
11/17/2007,974829
11/18/2007,974829
11/19/2007,977509
11/20/2007,976732
11/21/2007,976565
11/22/2007,975801
11/23/2007,974594
11/24/2007,973633
11/25/2007,973375
11/26/2007,974242
11/27/2007,974242
11/28/2007,974959
11/29/2007,974959
11/30/2007,-32000
12/1/2007,984363
12/2/2007,984363
12/3/2007,984363
12/4/2007,984363
12/5/2007,-32000
12/6/2007,976109
12/7/2007,974970
12/8/2007,974970
12/9/2007,974970
12/10/2007,973839
12/11/2007,-32000
12/12/2007,982485
12/13/2007,982485
12/14/2007,979732
12/15/2007,979997
12/16/2007,978391
12/17/2007,979074
12/18/2007,980322
12/19/2007,977899
12/20/2007,977899
12/21/2007,976900
12/22/2007,978135
12/23/2007,978969
12/24/2007,978425
12/25/2007,978545
12/26/2007,977614
12/27/2007,976830
12/28/2007,978317
12/29/2007,978317
12/30/2007,981183
12/31/2007,981222
1/1/2008,981354
1/2/2008,980907
1/3/2008,980344
1/4/2008,978274
1/5/2008,978274
1/6/2008,979123
1/7/2008,977552
1/8/2008,978295
1/9/2008,978856
1/10/2008,978355
1/11/2008,980015
1/12/2008,980066
1/13/2008,981732
1/14/2008,981732
1/15/2008,983607
1/16/2008,983238
1/17/2008,983199
1/18/2008,982072
1/19/2008,979972
1/20/2008,976242
1/21/2008,976242
1/22/2008,975564
1/23/2008,977336
1/24/2008,979944
1/25/2008,979491
1/26/2008,980036
1/27/2008,980171
1/28/2008,979309
1/29/2008,978125
1/30/2008,978125
1/31/2008,977479
2/1/2008,977323
2/2/2008,978063
2/3/2008,980921
2/4/2008,981004
2/5/2008,983630
2/6/2008,983630
2/7/2008,981463
2/8/2008,981390
2/9/2008,982571
2/10/2008,982712
2/11/2008,983164
2/12/2008,983809
2/13/2008,982896
2/14/2008,979626
2/15/2008,979626
2/16/2008,979085
2/17/2008,980263
2/18/2008,980839
2/19/2008,979176
2/20/2008,978331
2/21/2008,974205
2/22/2008,974205
2/23/2008,978651
2/24/2008,977996
2/25/2008,980700
2/26/2008,981818
2/27/2008,980724
2/28/2008,982321
2/29/2008,982711
3/1/2008,981783
3/2/2008,981783
3/3/2008,984523
3/4/2008,983608
3/5/2008,984521
3/6/2008,984569
3/7/2008,983223
3/8/2008,981776
3/9/2008,981776
3/10/2008,979543
3/11/2008,979999
3/12/2008,980878
3/13/2008,981421
3/14/2008,980960
3/15/2008,981602
3/16/2008,981804
3/17/2008,980258
3/18/2008,980258
3/19/2008,979710
3/20/2008,980713
3/21/2008,982006
3/22/2008,979589
3/23/2008,978043
3/24/2008,980647
3/25/2008,980647
3/26/2008,986298
3/27/2008,984569
3/28/2008,984893
3/29/2008,984235
3/30/2008,983084
3/31/2008,984812
4/1/2008,984407
4/2/2008,979833
4/3/2008,979833
4/4/2008,979899
4/5/2008,977735
4/6/2008,978894
4/7/2008,978080
4/8/2008,974262
4/9/2008,978367
4/10/2008,978367
4/11/2008,980927
4/12/2008,979912
4/13/2008,979358
4/14/2008,980101
4/15/2008,980236
4/16/2008,982520
4/17/2008,984016
4/18/2008,983718
4/19/2008,983504
4/20/2008,985096
4/21/2008,985032
4/22/2008,985872
4/23/2008,983887
4/24/2008,981038
4/25/2008,979936
4/26/2008,979936
4/27/2008,981062
4/28/2008,979867
4/29/2008,979267
4/30/2008,980124
5/1/2008,979714
5/2/2008,974442
5/3/2008,972915
5/4/2008,967077
5/5/2008,967111
5/6/2008,975789
5/7/2008,976162
5/8/2008,977698
5/9/2008,974715
5/10/2008,972150
5/11/2008,967393
5/12/2008,967393
5/13/2008,971113
5/14/2008,971431
5/15/2008,973683
5/16/2008,972892
5/17/2008,971872
5/18/2008,972842
5/19/2008,971690
5/20/2008,973936
5/21/2008,973485
5/22/2008,971717
5/23/2008,971030
5/24/2008,968309
5/25/2008,969440
5/26/2008,968841
5/27/2008,969123
5/28/2008,969123
5/29/2008,968764
5/30/2008,970133
5/31/2008,970981
6/1/2008,962986
6/2/2008,959682
6/3/2008,959784
6/4/2008,950627
6/5/2008,970098
6/6/2008,970098
6/7/2008,-32000
6/8/2008,967606
6/9/2008,967606
6/10/2008,965778
6/11/2008,965778
6/12/2008,952471
6/13/2008,952471
6/14/2008,936701
6/15/2008,945838
6/16/2008,959108
6/17/2008,957399
6/18/2008,961057
6/19/2008,961739
6/20/2008,955054
6/21/2008,928464
6/22/2008,928464
6/23/2008,925521
6/24/2008,938723
6/25/2008,959725
6/26/2008,962003
6/27/2008,962483
6/28/2008,960455
6/29/2008,960455
6/30/2008,928465
7/1/2008,941356
7/2/2008,941045
7/3/2008,945553
7/4/2008,960762
7/5/2008,960248
7/6/2008,962141
7/7/2008,965771
7/8/2008,965771
7/9/2008,970291
7/10/2008,970744
7/11/2008,971521
7/12/2008,971521
7/13/2008,971646
7/14/2008,973575
7/15/2008,973575
7/16/2008,972514
7/17/2008,974470
7/18/2008,974070
7/19/2008,974131
7/20/2008,975094
7/21/2008,975104
7/22/2008,975415
7/23/2008,967222
7/24/2008,967222
7/25/2008,961620
7/26/2008,965180
7/27/2008,970034
7/28/2008,968130
7/29/2008,969504
7/30/2008,955300
7/31/2008,955300
8/1/2008,944122
8/2/2008,948683
8/3/2008,955933
8/4/2008,968927
8/5/2008,974224
8/6/2008,977064
8/7/2008,978345
8/8/2008,949431
8/9/2008,949431
8/10/2008,950329
8/11/2008,960279
8/12/2008,972209
8/13/2008,965136
8/14/2008,961579
8/15/2008,942038
8/16/2008,942038
8/17/2008,950386
8/18/2008,959012
8/19/2008,958578
8/20/2008,950933
8/21/2008,946099
8/22/2008,936949
8/23/2008,939173
8/24/2008,954513
8/25/2008,954513
8/26/2008,958493
8/27/2008,948300
8/28/2008,941251
8/29/2008,953241
8/30/2008,952726
8/31/2008,964247
9/1/2008,964247
9/2/2008,958775
9/3/2008,954620
9/4/2008,967554
9/5/2008,967789
9/6/2008,968252
9/7/2008,976366
9/8/2008,970937
9/9/2008,961557
9/10/2008,961557
9/11/2008,959586
9/12/2008,965061
9/13/2008,972516
9/14/2008,975620
9/15/2008,978237
9/16/2008,973660
9/17/2008,973660
9/18/2008,967473
9/19/2008,970640
9/20/2008,970259
9/21/2008,972270
9/22/2008,972175
9/23/2008,974871
9/24/2008,980415
9/25/2008,976360
9/26/2008,976360
9/27/2008,961521
9/28/2008,965183
9/29/2008,957954
9/30/2008,962604
10/1/2008,971019
10/2/2008,968581
10/3/2008,968581
10/4/2008,965301
10/5/2008,965659
10/6/2008,967336
10/7/2008,966121
10/8/2008,966160
10/9/2008,968173
10/10/2008,966221
10/11/2008,976201
10/12/2008,976201
10/13/2008,979797
10/14/2008,980202
10/15/2008,979860
10/16/2008,979485
10/17/2008,979530
10/18/2008,975645
10/19/2008,975645
10/20/2008,974980
10/21/2008,976765
10/22/2008,965296
10/23/2008,963806
10/24/2008,959258
10/25/2008,954316
10/26/2008,962047
10/27/2008,967626
10/28/2008,967626
10/29/2008,972393
10/30/2008,973847
10/31/2008,975116
11/1/2008,976156
11/2/2008,977343
11/3/2008,979124
11/4/2008,979124
11/5/2008,977192
11/6/2008,976687
11/7/2008,975123
11/8/2008,976572
11/9/2008,977163
11/10/2008,977102
11/11/2008,978290
11/12/2008,973644
11/13/2008,973644
11/14/2008,974331
11/15/2008,974780
11/16/2008,976553
11/17/2008,977202
11/18/2008,977470
11/19/2008,979452
11/20/2008,979452
11/21/2008,979881
11/22/2008,978537
11/23/2008,978211
11/24/2008,978512
11/25/2008,978654
11/26/2008,977970
11/27/2008,976800
11/28/2008,978327
11/29/2008,978327
11/30/2008,981203
12/1/2008,980673
12/2/2008,980582
12/3/2008,981816
12/4/2008,981963
12/5/2008,981124
12/6/2008,981124
12/7/2008,977102
12/8/2008,976649
12/9/2008,975862
12/10/2008,975837
12/11/2008,976780
12/12/2008,978072
12/13/2008,977820
12/14/2008,977143
12/15/2008,977143
12/16/2008,978464
12/17/2008,978809
12/18/2008,979215
12/19/2008,982910
12/20/2008,983613
12/21/2008,984814
12/22/2008,984814
12/23/2008,979387
12/24/2008,980239
12/25/2008,980182
12/26/2008,980076
12/27/2008,979944
12/28/2008,978644
12/29/2008,978668
12/30/2008,979278
12/31/2008,979278
1/1/2009,983487
1/2/2009,982251
1/3/2009,981428
1/4/2009,980914
1/5/2009,979904
1/6/2009,979631
1/7/2009,979631
1/8/2009,982418
1/9/2009,982184
1/10/2009,982633
1/11/2009,982096
1/12/2009,981022
1/13/2009,979401
1/14/2009,977790
1/15/2009,981092
1/16/2009,981092
1/17/2009,986298
1/18/2009,983672
1/19/2009,982576
1/20/2009,983177
1/21/2009,980954
1/22/2009,982936
1/23/2009,982936
1/24/2009,981993
1/25/2009,982894
1/26/2009,982143
1/27/2009,983008
1/28/2009,982839
1/29/2009,983583
1/30/2009,984034
1/31/2009,985549
2/1/2009,985549
2/2/2009,985362
2/3/2009,985772
2/4/2009,984446
2/5/2009,984507
2/6/2009,985135
2/7/2009,983542
2/8/2009,983542
2/9/2009,984977
2/10/2009,984070
2/11/2009,983320
2/12/2009,983019
2/13/2009,981294
2/14/2009,982955
2/15/2009,983352
2/16/2009,985303
2/17/2009,985303
2/18/2009,985952
2/19/2009,986091
2/20/2009,985282
2/21/2009,984617
2/22/2009,983670
2/23/2009,982689
2/24/2009,982689
2/25/2009,983026
2/26/2009,983447
2/27/2009,984328
2/28/2009,985430
3/1/2009,983484
3/2/2009,979634
3/3/2009,979634
3/4/2009,980307
3/5/2009,980307
3/6/2009,988554
3/7/2009,986534
3/8/2009,986902
3/9/2009,985721
3/10/2009,980386
3/11/2009,982348
3/12/2009,982348
3/13/2009,984568
3/14/2009,983291
3/15/2009,986246
3/16/2009,983915
3/17/2009,980797
3/18/2009,982144
3/19/2009,982144
3/20/2009,985180
3/21/2009,985180
3/22/2009,989401
3/23/2009,983708
3/24/2009,980835
3/25/2009,983323
3/26/2009,980220
3/27/2009,986109
3/28/2009,986109
3/29/2009,989036
3/30/2009,988686
3/31/2009,990851
4/1/2009,989534
4/2/2009,987265
4/3/2009,984736
4/4/2009,984736
4/5/2009,985289
4/6/2009,985289
4/7/2009,990760
4/8/2009,987681
4/9/2009,986490
4/10/2009,986176
4/11/2009,981972
4/12/2009,987031
4/13/2009,987743
4/14/2009,991977
4/15/2009,988177
4/16/2009,984589
4/17/2009,985587
4/18/2009,985587
4/19/2009,982618
4/20/2009,987454
4/21/2009,986015
4/22/2009,986015
4/23/2009,988944
4/24/2009,988362
4/25/2009,991456
4/26/2009,988228
4/27/2009,983104
4/28/2009,980656
4/29/2009,980656
4/30/2009,984818
5/1/2009,985474
5/2/2009,988193
5/3/2009,987973
5/4/2009,985577
5/5/2009,984107
5/6/2009,984107
5/7/2009,986443
5/8/2009,986443
5/9/2009,991010
5/10/2009,989941
5/11/2009,984510
5/12/2009,984161
5/13/2009,984161
5/14/2009,985007
5/15/2009,985007
5/16/2009,985151
5/17/2009,985146
5/18/2009,984800
5/19/2009,975717
5/20/2009,968928
5/21/2009,971266
5/22/2009,971266
5/23/2009,986547
5/24/2009,986547
5/25/2009,986783
5/26/2009,986436
5/27/2009,986966
5/28/2009,987129
5/29/2009,985371
5/30/2009,989285
5/31/2009,989285
6/1/2009,990311
6/2/2009,991370
6/3/2009,990375
6/4/2009,988937
6/5/2009,987899
6/6/2009,983858
6/7/2009,983858
6/8/2009,984631
6/9/2009,984631
6/10/2009,990061
6/11/2009,987253
6/12/2009,986451
6/13/2009,987353
6/14/2009,984983
6/15/2009,949958
6/16/2009,949958
6/17/2009,940741
6/18/2009,953742
6/19/2009,974934
6/20/2009,976309
6/21/2009,977535
6/22/2009,974522
6/23/2009,974522
6/24/2009,974750
6/25/2009,974750
6/26/2009,968131
6/27/2009,972624
6/28/2009,968906
6/29/2009,973785
6/30/2009,980085
7/1/2009,982161
7/2/2009,982161
7/3/2009,982122
7/4/2009,984017
7/5/2009,984558
7/6/2009,985869
7/7/2009,986606
7/8/2009,985523
7/9/2009,985523
7/10/2009,980968
7/11/2009,980968
7/12/2009,982731
7/13/2009,975089
7/14/2009,972565
7/15/2009,951809
7/16/2009,932895
7/17/2009,942550
7/18/2009,942550
7/19/2009,979001
7/20/2009,980571
7/21/2009,982672
7/22/2009,980917
7/23/2009,980281
7/24/2009,979692
7/25/2009,979692
7/26/2009,981885
7/27/2009,981885
7/28/2009,990506
7/29/2009,982033
7/30/2009,981683
7/31/2009,963735
8/1/2009,945985
8/2/2009,951801
8/3/2009,951801
8/4/2009,979799
8/5/2009,978721
8/6/2009,981105
8/7/2009,973750
8/8/2009,965425
8/9/2009,975085
8/10/2009,975085
8/11/2009,991540
8/12/2009,991540
8/13/2009,985741
8/14/2009,984894
8/15/2009,981393
8/16/2009,975480
8/17/2009,973139
8/18/2009,974304
8/19/2009,974304
8/20/2009,982154
8/21/2009,981058
8/22/2009,978866
8/23/2009,978570
8/24/2009,979177
8/25/2009,971469
8/26/2009,971469
8/27/2009,972570
8/28/2009,972570
8/29/2009,984587
8/30/2009,986153
8/31/2009,990873
9/1/2009,987531
9/2/2009,985158
9/3/2009,977692
9/4/2009,977692
9/5/2009,980715
9/6/2009,983379
9/7/2009,987804
9/8/2009,990669
9/9/2009,986787
9/10/2009,986240
9/11/2009,986240
9/12/2009,987222
9/13/2009,987222
9/14/2009,986425
9/15/2009,983231
9/16/2009,982821
9/17/2009,984804
9/18/2009,981612
9/19/2009,986526
9/20/2009,986526
9/21/2009,987024
9/22/2009,968079
9/23/2009,958205
9/24/2009,964585
9/25/2009,946498
9/26/2009,980300
9/27/2009,980300
9/28/2009,990597
9/29/2009,990597
9/30/2009,990711
10/1/2009,987942
10/2/2009,987615
10/3/2009,985508
10/4/2009,981183
10/5/2009,984515
10/6/2009,984515
10/7/2009,990420
10/8/2009,988858
10/9/2009,990853
10/10/2009,988052
10/11/2009,984386
10/12/2009,985082
10/13/2009,985082
10/14/2009,987537
10/15/2009,987537
10/16/2009,988733
10/17/2009,986895
10/18/2009,986135
10/19/2009,984201
10/20/2009,980166
10/21/2009,973979
10/22/2009,973979
10/23/2009,982393
10/24/2009,983971
10/25/2009,986994
10/26/2009,988062
10/27/2009,987288
10/28/2009,983310
10/29/2009,983310
10/30/2009,977411
10/31/2009,977411
11/1/2009,982785
11/2/2009,985263
11/3/2009,989094
11/4/2009,987491
11/5/2009,986415
11/6/2009,985906
11/7/2009,985906
11/8/2009,987560
11/9/2009,986372
11/10/2009,986319
11/11/2009,983652
11/12/2009,980751
11/13/2009,979816
11/14/2009,979816
11/15/2009,980181
11/16/2009,980181
11/17/2009,982286
11/18/2009,983543
11/19/2009,986359
11/20/2009,983809
11/21/2009,982065
11/22/2009,981342
11/23/2009,981342
11/24/2009,985025
11/25/2009,984767
11/26/2009,984431
11/27/2009,982009
11/28/2009,979757
11/29/2009,977719
11/30/2009,977826
12/1/2009,984303
12/2/2009,984303
12/3/2009,989838
12/4/2009,987915
12/5/2009,987142
12/6/2009,984129
12/7/2009,980823
12/8/2009,977741
12/9/2009,977741
12/10/2009,983720
12/11/2009,985037
12/12/2009,989150
12/13/2009,988465
12/14/2009,986716
12/15/2009,985799
12/16/2009,986162
12/17/2009,988346
12/18/2009,988346
12/19/2009,990168
12/20/2009,987318
12/21/2009,986212
12/22/2009,985798
12/23/2009,982620
12/24/2009,984695
12/25/2009,984695
12/26/2009,985794
12/27/2009,985670
12/28/2009,985474
12/29/2009,983539
12/30/2009,981046
12/31/2009,979350
1/1/2010,979459
1/2/2010,980964
1/3/2010,980964
1/4/2010,984840
1/5/2010,984727
1/6/2010,986036
1/7/2010,986178
1/8/2010,984346
1/9/2010,983867
1/10/2010,983867
1/11/2010,985263
1/12/2010,984488
1/13/2010,985012
1/14/2010,984078
1/15/2010,982257
1/16/2010,980739
1/17/2010,981177
1/18/2010,981369
1/19/2010,981369
1/20/2010,986240
1/21/2010,984067
1/22/2010,984836
1/24/2010,980855
1/25/2010,981557
1/26/2010,981557
1/27/2010,985631
1/28/2010,985469
1/29/2010,987700
1/30/2010,985638
1/31/2010,981523
2/1/2010,980857
2/2/2010,980857
